State,Time,Period,Lunge_y_n,Dive_Start,Dive_End,Dive_Max,Duration
F,2024-07-25T09:40:00Z,Day,1,2024-07-25T09:40:06Z,2024-07-25T09:42:38Z,33.9561401623256,151.98
SU,2024-07-25T09:42:00Z,Day,0,2024-07-25T09:42:38Z,2024-07-25T09:43:27Z,1,49.18
F,2024-07-25T09:43:00Z,Day,1,2024-07-25T09:43:27Z,2024-07-25T09:45:20Z,37.0645350379699,113.08
SU,2024-07-25T09:45:00Z,Day,0,2024-07-25T09:45:20Z,2024-07-25T09:45:56Z,1,36.28
F,2024-07-25T09:45:00Z,Day,1,2024-07-25T09:45:56Z,2024-07-25T09:48:14Z,36.5860263074416,137.88
SU,2024-07-25T09:48:00Z,Day,0,2024-07-25T09:48:14Z,2024-07-25T09:48:51Z,1,37.3
EF,2024-07-25T09:48:00Z,Day,0,2024-07-25T09:48:51Z,2024-07-25T09:50:32Z,34.3705468169813,101.22
SU,2024-07-25T09:50:00Z,Day,0,2024-07-25T09:50:32Z,2024-07-25T09:50:48Z,1,15.1199999999999
F,2024-07-25T09:50:00Z,Day,1,2024-07-25T09:50:48Z,2024-07-25T09:52:47Z,35.4131058474196,119.52
F,2024-07-25T09:52:00Z,Day,1,2024-07-25T09:52:49Z,2024-07-25T09:54:27Z,37.6129150390625,98.4599999999999
SU,2024-07-25T09:54:00Z,Day,0,2024-07-25T09:54:27Z,2024-07-25T09:54:41Z,1,13.5
F,2024-07-25T09:54:00Z,Day,1,2024-07-25T09:54:41Z,2024-07-25T09:57:30Z,39.3650512695312,169.06
SU,2024-07-25T09:57:00Z,Day,0,2024-07-25T09:57:30Z,2024-07-25T09:57:47Z,1,17.0799999999999
F,2024-07-25T09:57:00Z,Day,1,2024-07-25T09:57:47Z,2024-07-25T10:02:12Z,39.6153564453125,264.82
EF,2024-07-25T10:02:00Z,Day,0,2024-07-25T10:02:13Z,2024-07-25T10:04:08Z,38.2386779785156,115.22
SU,2024-07-25T10:04:00Z,Day,0,2024-07-25T10:04:08Z,2024-07-25T10:04:24Z,1,16.3800000000001
F,2024-07-25T10:04:00Z,Day,1,2024-07-25T10:04:24Z,2024-07-25T10:09:06Z,41.1589050292969,281.56
