State,Time,Period,Lunge_y_n,Dive_Start,Dive_End,Dive_Max,Duration
EF,2024-07-23T13:52:00Z,Day,0,2024-07-23T13:52:57Z,2024-07-23T13:54:40Z,10.1961008464092,103.48
EF,2024-07-23T13:54:00Z,Day,0,2024-07-23T13:54:43Z,2024-07-23T13:56:42Z,11.7952812252153,119.72
SU,2024-07-23T13:56:00Z,Day,0,2024-07-23T13:56:42Z,2024-07-23T13:57:21Z,1,39.12
EF,2024-07-23T13:57:00Z,Day,0,2024-07-23T13:57:21Z,2024-07-23T13:59:27Z,12.009638303642,125.98
SU,2024-07-23T13:59:00Z,Day,0,2024-07-23T13:59:27Z,2024-07-23T13:59:56Z,1,28.66
EF,2024-07-23T13:59:00Z,Day,0,2024-07-23T13:59:56Z,2024-07-23T14:02:48Z,11.7462169752355,172.22
SU,2024-07-23T14:02:00Z,Day,0,2024-07-23T14:02:48Z,2024-07-23T14:03:21Z,1,32.4200000000001
F,2024-07-23T14:03:00Z,Day,1,2024-07-23T14:03:21Z,2024-07-23T14:05:37Z,12.154650920481,136.12
SU,2024-07-23T14:05:00Z,Day,0,2024-07-23T14:05:37Z,2024-07-23T14:06:34Z,1,57.0799999999999
F,2024-07-23T14:06:00Z,Day,1,2024-07-23T14:06:34Z,2024-07-23T14:12:09Z,14.886757127676,334.62
SU,2024-07-23T14:12:00Z,Day,0,2024-07-23T14:12:09Z,2024-07-23T14:13:28Z,1,79.5
F,2024-07-23T14:13:00Z,Day,1,2024-07-23T14:13:28Z,2024-07-23T14:15:28Z,14.7862438307043,120.1
EF,2024-07-23T14:15:00Z,Day,0,2024-07-23T14:15:30Z,2024-07-23T14:17:13Z,12.221691240647,102.7
SU,2024-07-23T14:17:00Z,Day,0,2024-07-23T14:17:13Z,2024-07-23T14:18:19Z,1,66.28
EF,2024-07-23T14:18:00Z,Day,0,2024-07-23T14:18:19Z,2024-07-23T14:20:33Z,12.8687908122949,134.14
F,2024-07-23T14:20:00Z,Day,1,2024-07-23T14:20:35Z,2024-07-23T14:24:43Z,14.2271375918797,248.36
