State,Time,Period,Lunge_y_n,Dive_Start,Dive_End,Dive_Max,Duration
F,2024-07-22T17:54:00Z,Day,1,2024-07-22T17:54:00Z,2024-07-22T17:55:14Z,13.2841821538741,74.3999999999999
F,2024-07-22T17:55:00Z,Day,1,2024-07-22T17:55:19Z,2024-07-22T17:58:47Z,12.7697479897704,208.8
SU,2024-07-22T17:58:00Z,Day,0,2024-07-22T17:58:47Z,2024-07-22T17:59:09Z,1,21.4400000000001
F,2024-07-22T17:59:00Z,Day,1,2024-07-22T17:59:09Z,2024-07-22T18:00:15Z,7.66118243529954,66.48
SU,2024-07-22T18:00:00Z,Day,0,2024-07-22T18:00:15Z,2024-07-22T18:00:22Z,1,6.29999999999995
F,2024-07-22T18:00:00Z,Day,1,2024-07-22T18:00:22Z,2024-07-22T18:01:13Z,9.24204010947492,51.0800000000002
SU,2024-07-22T18:01:00Z,Day,0,2024-07-22T18:01:13Z,2024-07-22T18:01:27Z,1,14.78
F,2024-07-22T18:01:00Z,Day,1,2024-07-22T18:01:27Z,2024-07-22T18:02:38Z,9.80614475159472,70.4199999999998
SU,2024-07-22T18:02:00Z,Day,0,2024-07-22T18:02:38Z,2024-07-22T18:03:22Z,1,44.3200000000002
F,2024-07-22T18:03:00Z,Day,1,2024-07-22T18:03:22Z,2024-07-22T18:04:09Z,10.1372292187558,46.3199999999999
F,2024-07-22T18:04:00Z,Day,1,2024-07-22T18:04:11Z,2024-07-22T18:05:02Z,7.51850737903363,51.3799999999999
F,2024-07-22T18:05:00Z,Day,1,2024-07-22T18:05:07Z,2024-07-22T18:06:22Z,7.78223867001641,74.8600000000001
SU,2024-07-22T18:06:00Z,Day,0,2024-07-22T18:06:22Z,2024-07-22T18:06:50Z,1,27.76
F,2024-07-22T18:06:00Z,Day,1,2024-07-22T18:06:50Z,2024-07-22T18:08:59Z,12.5874710867525,129.36
SU,2024-07-22T18:08:00Z,Day,0,2024-07-22T18:08:59Z,2024-07-22T18:09:35Z,1,35.3999999999999
F,2024-07-22T18:09:00Z,Day,1,2024-07-22T18:09:35Z,2024-07-22T18:14:14Z,13.4679005114749,279.26
SU,2024-07-22T18:14:00Z,Day,0,2024-07-22T18:14:14Z,2024-07-22T18:15:00Z,1,46.48
F,2024-07-22T18:15:00Z,Day,1,2024-07-22T18:15:00Z,2024-07-22T18:19:24Z,15.0774405715405,263.42
SU,2024-07-22T18:19:00Z,Day,0,2024-07-22T18:19:24Z,2024-07-22T18:19:48Z,1,23.9199999999996
F,2024-07-22T18:19:00Z,Day,1,2024-07-22T18:19:48Z,2024-07-22T18:20:35Z,7.73927958379492,47.1000000000004
SU,2024-07-22T18:20:00Z,Day,0,2024-07-22T18:20:35Z,2024-07-22T18:20:55Z,1,20.54
F,2024-07-22T18:20:00Z,Day,1,2024-07-22T18:20:55Z,2024-07-22T18:22:50Z,11.4800009584423,114.28
SU,2024-07-22T18:22:00Z,Day,0,2024-07-22T18:22:50Z,2024-07-22T18:23:11Z,1,21.52
F,2024-07-22T18:23:00Z,Day,1,2024-07-22T18:23:11Z,2024-07-22T18:24:28Z,12.2883097196403,77.1200000000003
F,2024-07-22T18:24:00Z,Day,1,2024-07-22T18:24:32Z,2024-07-22T18:26:23Z,13.6965544932401,110.74
SU,2024-07-22T18:26:00Z,Day,0,2024-07-22T18:26:23Z,2024-07-22T18:26:52Z,1,29.3800000000001
F,2024-07-22T18:26:00Z,Day,1,2024-07-22T18:26:52Z,2024-07-22T18:29:33Z,15.5556584171053,160.6
EF,2024-07-22T18:29:00Z,Day,0,2024-07-22T18:29:38Z,2024-07-22T18:30:15Z,9.21273300638875,36.96
EF,2024-07-22T18:30:00Z,Day,0,2024-07-22T18:30:18Z,2024-07-22T18:31:10Z,15.0142620459756,52.1599999999999
SU,2024-07-22T18:31:00Z,Day,0,2024-07-22T18:31:10Z,2024-07-22T18:31:54Z,1,43.3000000000002
F,2024-07-22T18:31:00Z,Day,1,2024-07-22T18:31:54Z,2024-07-22T18:33:05Z,12.3059597314672,71.4200000000001
F,2024-07-22T18:33:00Z,Day,1,2024-07-22T18:33:08Z,2024-07-22T18:34:36Z,14.8289853516871,88.2200000000003
EF,2024-07-22T18:34:00Z,Day,0,2024-07-22T18:34:40Z,2024-07-22T18:35:21Z,8.95019872583185,41
F,2024-07-22T18:35:00Z,Day,1,2024-07-22T18:35:25Z,2024-07-22T18:37:43Z,14.4225948320282,138.1
SU,2024-07-22T18:37:00Z,Day,0,2024-07-22T18:37:43Z,2024-07-22T18:38:08Z,1,25.3400000000001
F,2024-07-22T18:38:00Z,Day,1,2024-07-22T18:38:08Z,2024-07-22T18:38:52Z,7.86831811160672,43.5999999999999
SU,2024-07-22T18:38:00Z,Day,0,2024-07-22T18:38:52Z,2024-07-22T18:39:15Z,1,23.8400000000001
F,2024-07-22T18:39:00Z,Day,1,2024-07-22T18:39:15Z,2024-07-22T18:39:52Z,9.39282034560542,36.54
SU,2024-07-22T18:39:00Z,Day,0,2024-07-22T18:39:52Z,2024-07-22T18:40:33Z,1,41.02
F,2024-07-22T18:40:00Z,Day,1,2024-07-22T18:40:33Z,2024-07-22T18:41:54Z,13.3515626777601,81.4000000000001
SU,2024-07-22T18:41:00Z,Day,0,2024-07-22T18:41:54Z,2024-07-22T18:42:39Z,1,44.2599999999998
F,2024-07-22T18:42:00Z,Day,1,2024-07-22T18:42:39Z,2024-07-22T18:43:34Z,10.9154551459279,55.7999999999997
F,2024-07-22T18:43:00Z,Day,1,2024-07-22T18:43:38Z,2024-07-22T18:44:41Z,7.40161135922436,62.8599999999997
SU,2024-07-22T18:44:00Z,Day,0,2024-07-22T18:44:41Z,2024-07-22T18:44:58Z,1,16.8200000000006
F,2024-07-22T18:44:00Z,Day,1,2024-07-22T18:44:58Z,2024-07-22T18:45:35Z,8.15286788215459,37.3999999999996
SU,2024-07-22T18:45:00Z,Day,0,2024-07-22T18:45:35Z,2024-07-22T18:46:53Z,1,77.4200000000001
F,2024-07-22T18:46:00Z,Day,1,2024-07-22T18:46:53Z,2024-07-22T18:47:58Z,7.53798633503158,65.3199999999997
SU,2024-07-22T18:47:00Z,Day,0,2024-07-22T18:47:58Z,2024-07-22T18:48:35Z,1,36.7000000000007
F,2024-07-22T18:48:00Z,Day,1,2024-07-22T18:48:35Z,2024-07-22T18:49:08Z,5.04041192798625,33.3599999999997
SU,2024-07-22T18:49:00Z,Day,0,2024-07-22T18:49:08Z,2024-07-22T18:49:18Z,1,9.92000000000007
T,2024-07-22T18:49:00Z,Day,0,2024-07-22T18:49:18Z,2024-07-22T18:51:18Z,10.3784235583847,120.4
SU,2024-07-22T18:51:00Z,Day,0,2024-07-22T18:51:18Z,2024-07-22T18:52:50Z,1,91.3800000000001
T,2024-07-22T18:52:00Z,Day,0,2024-07-22T18:52:50Z,2024-07-22T18:56:22Z,13.1562368198328,212
SU,2024-07-22T18:56:00Z,Day,0,2024-07-22T18:56:22Z,2024-07-22T18:57:24Z,1,62.3800000000001
F,2024-07-22T18:57:00Z,Day,1,2024-07-22T18:57:24Z,2024-07-22T19:01:31Z,13.0625591650045,246.56
SU,2024-07-22T19:01:00Z,Day,0,2024-07-22T19:01:31Z,2024-07-22T19:02:56Z,1,85.54
S,2024-07-22T19:02:00Z,Day,1,2024-07-22T19:02:56Z,2024-07-22T19:04:59Z,10.8734295758332,123.179999999999
S,2024-07-22T19:05:00Z,Day,1,2024-07-22T19:05:01Z,2024-07-22T19:06:30Z,8.74893164074953,88.4200000000001
SU,2024-07-22T19:06:00Z,Day,0,2024-07-22T19:06:30Z,2024-07-22T19:07:08Z,1,38.5
EF,2024-07-22T19:07:00Z,Day,0,2024-07-22T19:07:08Z,2024-07-22T19:07:44Z,9.55586157464853,35.5799999999999
F,2024-07-22T19:07:00Z,Day,1,2024-07-22T19:07:47Z,2024-07-22T19:10:09Z,14.8657959001644,141.200000000001
SU,2024-07-22T19:10:00Z,Day,0,2024-07-22T19:10:09Z,2024-07-22T19:11:38Z,1,89.2599999999993
F,2024-07-22T19:11:00Z,Day,1,2024-07-22T19:11:38Z,2024-07-22T19:14:56Z,15.1391539806577,198.18
SU,2024-07-22T19:14:00Z,Day,0,2024-07-22T19:14:56Z,2024-07-22T19:15:02Z,1,5.68000000000029
F,2024-07-22T19:15:00Z,Day,1,2024-07-22T19:15:02Z,2024-07-22T19:17:29Z,10.7271811433569,147.639999999999
SU,2024-07-22T19:17:00Z,Day,0,2024-07-22T19:17:29Z,2024-07-22T19:18:46Z,1,76.7800000000007
EF,2024-07-22T19:18:00Z,Day,0,2024-07-22T19:18:46Z,2024-07-22T19:25:13Z,12.1950735198725,386.36
SU,2024-07-22T19:25:00Z,Day,0,2024-07-22T19:25:13Z,2024-07-22T19:27:36Z,1,143.34
EF,2024-07-22T19:27:00Z,Day,0,2024-07-22T19:27:36Z,2024-07-22T19:34:57Z,12.8245475696546,441.3
SU,2024-07-22T19:34:00Z,Day,0,2024-07-22T19:34:57Z,2024-07-22T19:36:24Z,1,86.5799999999999
F,2024-07-22T19:36:00Z,Day,1,2024-07-22T19:36:24Z,2024-07-22T19:45:12Z,11.4809779465457,528.26
SU,2024-07-22T19:45:00Z,Day,0,2024-07-22T19:45:12Z,2024-07-22T19:46:46Z,1,94.2999999999993
EF,2024-07-22T19:46:00Z,Day,0,2024-07-22T19:46:46Z,2024-07-22T19:54:26Z,12.7218521720926,459.599999999999
SU,2024-07-22T19:54:00Z,Day,0,2024-07-22T19:54:26Z,2024-07-22T19:56:47Z,1,140.640000000001
F,2024-07-22T19:56:00Z,Day,1,2024-07-22T19:56:47Z,2024-07-22T20:05:28Z,15.8075412757899,521.779999999999
SU,2024-07-22T20:05:00Z,Day,0,2024-07-22T20:05:28Z,2024-07-22T20:07:07Z,1,98.1400000000012
EF,2024-07-22T20:07:00Z,Day,0,2024-07-22T20:07:07Z,2024-07-22T20:14:32Z,13.9643887019044,445.74
SU,2024-07-22T20:14:00Z,Twilight,0,2024-07-22T20:14:32Z,2024-07-22T20:16:56Z,1,143.799999999999
EF,2024-07-22T20:16:00Z,Twilight,0,2024-07-22T20:16:56Z,2024-07-22T20:25:23Z,14.1527059491255,506.880000000001
SU,2024-07-22T20:25:00Z,Twilight,0,2024-07-22T20:25:23Z,2024-07-22T20:26:40Z,1,77.2999999999993
F,2024-07-22T20:26:00Z,Twilight,1,2024-07-22T20:26:40Z,2024-07-22T20:28:09Z,2.50758772171872,88.9200000000001
SU,2024-07-22T20:28:00Z,Twilight,0,2024-07-22T20:28:09Z,2024-07-22T20:31:39Z,1,210.16
F,2024-07-22T20:31:00Z,Twilight,1,2024-07-22T20:31:39Z,2024-07-22T20:38:58Z,14.7692366446978,438.52
SU,2024-07-22T20:38:00Z,Twilight,0,2024-07-22T20:38:58Z,2024-07-22T20:43:43Z,1,285.619999999999
EF,2024-07-22T20:43:00Z,Night,0,2024-07-22T20:43:43Z,2024-07-22T20:51:49Z,16.0856695078209,485.740000000002
SU,2024-07-22T20:51:00Z,Night,0,2024-07-22T20:51:49Z,2024-07-22T20:53:24Z,1,94.2999999999993
EF,2024-07-22T20:53:00Z,Night,0,2024-07-22T20:53:24Z,2024-07-22T21:02:32Z,11.2330234994167,548.42
SU,2024-07-22T21:02:00Z,Night,0,2024-07-22T21:02:32Z,2024-07-22T21:03:53Z,1,81.5200000000004
R,2024-07-22T21:03:00Z,Night,0,2024-07-22T21:03:53Z,2024-07-22T21:06:38Z,2.90484811979835,164.58
SU,2024-07-22T21:06:00Z,Night,0,2024-07-22T21:06:38Z,2024-07-22T21:07:57Z,1,78.5200000000004
R,2024-07-22T21:07:00Z,Night,0,2024-07-22T21:07:57Z,2024-07-22T21:11:24Z,2.4121112188263,207.039999999999
SU,2024-07-22T21:11:00Z,Night,0,2024-07-22T21:11:24Z,2024-07-22T21:12:16Z,1,52.1399999999994
R,2024-07-22T21:12:00Z,Night,0,2024-07-22T21:12:16Z,2024-07-22T21:16:19Z,2.16131921999056,243.52
SU,2024-07-22T21:16:00Z,Night,0,2024-07-22T21:16:19Z,2024-07-22T21:18:07Z,1,107.82
R,2024-07-22T21:18:00Z,Night,0,2024-07-22T21:18:07Z,2024-07-22T21:19:44Z,2.53330663194197,97.380000000001
SU,2024-07-22T21:19:00Z,Night,0,2024-07-22T21:19:44Z,2024-07-22T21:20:17Z,1,32.9200000000001
R,2024-07-22T21:20:00Z,Night,0,2024-07-22T21:20:17Z,2024-07-22T21:23:25Z,2.1039736694604,187.84
SU,2024-07-22T21:23:00Z,Night,0,2024-07-22T21:23:25Z,2024-07-22T21:23:54Z,1,28.6599999999999
R,2024-07-22T21:23:00Z,Night,0,2024-07-22T21:23:54Z,2024-07-22T21:26:24Z,2.12921635117414,149.879999999999
SU,2024-07-22T21:26:00Z,Night,0,2024-07-22T21:26:24Z,2024-07-22T21:26:59Z,1,35.4200000000001
R,2024-07-22T21:26:00Z,Night,0,2024-07-22T21:26:59Z,2024-07-22T21:29:14Z,2.0858374867514198,134.66
SU,2024-07-22T21:29:00Z,Night,0,2024-07-22T21:29:14Z,2024-07-22T21:34:50Z,1,336.139999999999
R,2024-07-22T21:34:00Z,Night,0,2024-07-22T21:34:50Z,2024-07-22T21:37:45Z,2.15711004168975,175.040000000001
SU,2024-07-22T21:37:00Z,Night,0,2024-07-22T21:37:45Z,2024-07-22T21:38:38Z,1,53.1599999999999
R,2024-07-22T21:38:00Z,Night,0,2024-07-22T21:38:38Z,2024-07-22T21:42:34Z,2.66424456647974,236.200000000001
SU,2024-07-22T21:42:00Z,Night,0,2024-07-22T21:42:34Z,2024-07-22T21:48:47Z,1,372.379999999999
R,2024-07-22T21:48:00Z,Night,0,2024-07-22T21:48:47Z,2024-07-22T21:52:43Z,2.11459984359306,236.280000000001
SU,2024-07-22T21:52:00Z,Night,0,2024-07-22T21:52:43Z,2024-07-22T21:53:37Z,1,54.3999999999996
R,2024-07-22T21:53:00Z,Night,0,2024-07-22T21:53:37Z,2024-07-22T21:56:25Z,2.15702533206581,167.24
SU,2024-07-22T21:56:00Z,Night,0,2024-07-22T21:56:25Z,2024-07-22T21:57:23Z,1,58.2800000000007
R,2024-07-22T21:57:00Z,Night,0,2024-07-22T21:57:23Z,2024-07-22T21:59:19Z,2.2537593344673,116.539999999999
SU,2024-07-22T21:59:00Z,Night,0,2024-07-22T21:59:19Z,2024-07-22T21:59:47Z,1,27.8000000000011
R,2024-07-22T21:59:00Z,Night,0,2024-07-22T21:59:47Z,2024-07-22T22:02:50Z,2.3224605063424,182.539999999999
SU,2024-07-22T22:02:00Z,Night,0,2024-07-22T22:02:50Z,2024-07-22T22:03:23Z,1,32.9400000000005
R,2024-07-22T22:03:00Z,Night,0,2024-07-22T22:03:23Z,2024-07-22T22:04:32Z,2.36583348198985,68.9799999999996
SU,2024-07-22T22:04:00Z,Night,0,2024-07-22T22:04:32Z,2024-07-22T22:04:38Z,1,6.04000000000087
R,2024-07-22T22:04:00Z,Night,0,2024-07-22T22:04:38Z,2024-07-22T22:07:34Z,2.3974794336284,175.859999999999
SU,2024-07-22T22:07:00Z,Night,0,2024-07-22T22:07:34Z,2024-07-22T22:08:35Z,1,61.2400000000016
R,2024-07-22T22:08:00Z,Night,0,2024-07-22T22:08:35Z,2024-07-22T22:12:03Z,2.3959042881919,207.959999999999
SU,2024-07-22T22:12:00Z,Night,0,2024-07-22T22:12:03Z,2024-07-22T22:13:14Z,1,70.6800000000003
R,2024-07-22T22:13:00Z,Night,0,2024-07-22T22:13:14Z,2024-07-22T22:16:26Z,2.26642145681569,192.48
SU,2024-07-22T22:16:00Z,Night,0,2024-07-22T22:16:26Z,2024-07-22T22:20:13Z,1,226.82
R,2024-07-22T22:20:00Z,Night,0,2024-07-22T22:20:13Z,2024-07-22T22:22:24Z,2.68532324697287,131.02
SU,2024-07-22T22:22:00Z,Night,0,2024-07-22T22:22:24Z,2024-07-22T22:30:34Z,1,489.799999999999
R,2024-07-22T22:30:00Z,Night,0,2024-07-22T22:30:34Z,2024-07-22T22:34:22Z,2.18074223008045,227.98
SU,2024-07-22T22:34:00Z,Night,0,2024-07-22T22:34:22Z,2024-07-22T22:36:33Z,1,131.639999999999
R,2024-07-22T22:36:00Z,Night,0,2024-07-22T22:36:33Z,2024-07-22T22:38:11Z,2.00511028809456,97.3400000000001
SU,2024-07-22T22:38:00Z,Night,0,2024-07-22T22:38:11Z,2024-07-22T22:47:54Z,1,582.900000000001
R,2024-07-22T22:47:00Z,Night,0,2024-07-22T22:47:54Z,2024-07-22T22:49:31Z,2.25463816856427,97.9000000000015
SU,2024-07-22T22:49:00Z,Night,0,2024-07-22T22:49:31Z,2024-07-22T22:52:11Z,1,159.68
R,2024-07-22T22:52:00Z,Night,0,2024-07-22T22:52:11Z,2024-07-22T22:55:56Z,3.00364330016146,225.339999999997
SU,2024-07-22T22:55:00Z,Night,0,2024-07-22T22:55:56Z,2024-07-22T22:58:35Z,1,159
R,2024-07-22T22:58:00Z,Night,0,2024-07-22T22:58:35Z,2024-07-22T23:03:52Z,2.61134321015038,316.960000000003
SU,2024-07-22T23:03:00Z,Night,0,2024-07-22T23:03:52Z,2024-07-22T23:05:11Z,1,78.619999999999
R,2024-07-22T23:05:00Z,Night,0,2024-07-22T23:05:11Z,2024-07-22T23:09:44Z,2.25452543123936,273.220000000001
SU,2024-07-22T23:09:00Z,Night,0,2024-07-22T23:09:44Z,2024-07-22T23:13:25Z,1,221.219999999998
R,2024-07-22T23:13:00Z,Night,0,2024-07-22T23:13:25Z,2024-07-22T23:16:38Z,2.25056354317246,192.920000000002
