0198609,PRIMARY,7/27/2024,12:36:06,39.82946,-73.15582,-19.4,12.2,1.124,1.124,7,7,0,D
0198609,PRIMARY,7/27/2024,12:37:36,39.829,-73.15364,-26.4,4.3,0.872,0.872,6,6,0,D
0198609,PRIMARY,7/27/2024,12:38:58,39.83045,-73.15259,-26.8,5,1.302,1.302,7,7,0,D
0198609,PRIMARY,7/27/2024,12:39:25,39.83111,-73.15252,-25.9,2.6,1.286,1.286,5,5,0,D
0198609,PRIMARY,7/27/2024,12:41:46,39.83107,-73.15043,-29.9,5,1.073,1.073,6,6,0,D
0198609,PRIMARY,7/27/2024,12:42:22,39.83099,-73.14963,-30.1,0.5,1.149,1.149,6,6,0,D
0198609,PRIMARY,7/27/2024,12:43:38,39.83072,-73.14889,-34.2,2.8,0.792,0.792,6,7,0,D
0198609,PRIMARY,7/27/2024,12:47:24,39.83312,-73.14826,-40,10.8,0.988,0.988,5,6,0,D
0198609,PRIMARY,7/27/2024,12:50:53,39.83385,-73.14257,-40,0,0.526,0.526,5,6,0,D
0198609,PRIMARY,7/27/2024,12:51:58,39.83408,-73.13977,-39.4,1.1,1.051,1.051,5,6,0,D
0198609,PRIMARY,7/27/2024,12:55:17,39.83938,-73.13949,20.9,3.2,1.113,1.113,5,5,0,D
0198609,PRIMARY,7/27/2024,12:57:09,39.84348,-73.13879,21,0,0.904,0.904,4,4,0,D
0198609,PRIMARY,7/27/2024,13:01:18,39.85154,-73.13099,21,0,1.359,1.359,4,4,0,D
0198609,PRIMARY,7/27/2024,13:09:00,39.86338,-73.1251,21.2,0,1.191,1.191,4,4,0,D
