State,Time,Period,Lunge_y_n,Dive_Start,Dive_End,Dive_Max,Duration
F,2023-07-24T16:53:00Z,Day,1,2023-07-24T16:53:42Z,2023-07-24T16:58:44Z,41.7475386327526,302.2
SU,2023-07-24T16:58:00Z,Day,0,2023-07-24T16:58:44Z,2023-07-24T16:59:49Z,1,64.6
EF,2023-07-24T16:59:00Z,Day,0,2023-07-24T16:59:49Z,2023-07-24T17:05:07Z,31.5232470219632,317.8
SU,2023-07-24T17:05:00Z,Day,0,2023-07-24T17:05:07Z,2023-07-24T17:05:42Z,1,35.6
T,2023-07-24T17:05:00Z,Day,0,2023-07-24T17:05:42Z,2023-07-24T17:09:41Z,18.7888428055402,238.9
SU,2023-07-24T17:09:00Z,Day,0,2023-07-24T17:09:41Z,2023-07-24T17:10:25Z,1,43.8
T,2023-07-24T17:10:00Z,Day,0,2023-07-24T17:10:25Z,2023-07-24T17:12:51Z,7.08562657652396,145.7
SU,2023-07-24T17:12:00Z,Day,0,2023-07-24T17:12:51Z,2023-07-24T17:14:02Z,1,71.2
R,2023-07-24T17:14:00Z,Day,0,2023-07-24T17:14:02Z,2023-07-24T17:15:33Z,4.06837875613173,91.3
SU,2023-07-24T17:15:00Z,Day,0,2023-07-24T17:15:33Z,2023-07-24T17:16:04Z,1,30.5999999999999
R,2023-07-24T17:16:00Z,Day,0,2023-07-24T17:16:04Z,2023-07-24T17:17:46Z,3.64972417825229,102.8
SU,2023-07-24T17:17:00Z,Day,0,2023-07-24T17:17:46Z,2023-07-24T17:17:52Z,1,5.89999999999986
R,2023-07-24T17:17:00Z,Day,0,2023-07-24T17:17:52Z,2023-07-24T17:19:10Z,3.30820906533502,77.2
SU,2023-07-24T17:19:00Z,Day,0,2023-07-24T17:19:10Z,2023-07-24T17:19:33Z,1,23.5
F,2023-07-24T17:19:00Z,Day,1,2023-07-24T17:19:33Z,2023-07-24T17:27:18Z,32.9867800302149,465.3
SU,2023-07-24T17:27:00Z,Day,0,2023-07-24T17:27:18Z,2023-07-24T17:27:37Z,1,18.6999999999998
T,2023-07-24T17:27:00Z,Day,0,2023-07-24T17:27:37Z,2023-07-24T17:31:13Z,23.1199070018804,215.5
SU,2023-07-24T17:31:00Z,Day,0,2023-07-24T17:31:13Z,2023-07-24T17:32:19Z,1,66.4000000000001
T,2023-07-24T17:32:00Z,Day,0,2023-07-24T17:32:19Z,2023-07-24T17:37:24Z,15.9682968751682,305.3
SU,2023-07-24T17:37:00Z,Day,0,2023-07-24T17:37:24Z,2023-07-24T17:38:24Z,1,60.2000000000003
T,2023-07-24T17:38:00Z,Day,0,2023-07-24T17:38:24Z,2023-07-24T17:39:57Z,4.55623029746097,92.0999999999999
SU,2023-07-24T17:39:00Z,Day,0,2023-07-24T17:39:57Z,2023-07-24T17:40:35Z,1,38.1999999999998
T,2023-07-24T17:40:00Z,Day,0,2023-07-24T17:40:35Z,2023-07-24T17:43:10Z,15.3900926600552,155.1
SU,2023-07-24T17:43:00Z,Day,0,2023-07-24T17:43:10Z,2023-07-24T17:43:42Z,1,32.0999999999999
F,2023-07-24T17:43:00Z,Day,1,2023-07-24T17:43:42Z,2023-07-24T17:49:01Z,43.1035306555154,319
F,2023-07-24T17:49:00Z,Day,1,2023-07-24T17:49:02Z,2023-07-24T17:50:03Z,10.1075636879125,60.5999999999999
SU,2023-07-24T17:50:00Z,Day,0,2023-07-24T17:50:03Z,2023-07-24T17:50:33Z,1,30.7000000000003
