State,Time,Period,Lunge_y_n,Dive_Start,Dive_End,Dive_Max,Duration
F,2023-08-01T18:56:00Z,Day,1,2023-08-01T18:56:42Z,2023-08-01T19:08:11Z,70.4655444335937,689.02
F,2023-08-01T19:08:00Z,Day,1,2023-08-01T19:08:12Z,2023-08-01T19:11:38Z,82.6966015625,205.56
SU,2023-08-01T19:11:00Z,Day,0,2023-08-01T19:11:38Z,2023-08-01T19:12:44Z,1,66.0600000000002
F,2023-08-01T19:12:00Z,Day,1,2023-08-01T19:12:44Z,2023-08-01T19:20:47Z,83.3346655273438,483.08
SU,2023-08-01T19:20:00Z,Day,0,2023-08-01T19:20:47Z,2023-08-01T19:22:50Z,1,123.38
EF,2023-08-01T19:22:00Z,Day,0,2023-08-01T19:22:50Z,2023-08-01T19:30:27Z,37.9332690429688,456.82
SU,2023-08-01T19:30:00Z,Day,0,2023-08-01T19:30:27Z,2023-08-01T19:31:07Z,1,39.4000000000001
EF,2023-08-01T19:31:00Z,Day,0,2023-08-01T19:31:07Z,2023-08-01T19:32:41Z,10.1729931640625,94.2200000000003
SU,2023-08-01T19:32:00Z,Day,0,2023-08-01T19:32:41Z,2023-08-01T19:33:36Z,1,55.1599999999999
EF,2023-08-01T19:33:00Z,Day,0,2023-08-01T19:33:36Z,2023-08-01T19:41:34Z,39.41609375,478.1
SU,2023-08-01T19:41:00Z,Day,0,2023-08-01T19:41:34Z,2023-08-01T19:44:00Z,1,145.74
F,2023-08-01T19:44:00Z,Day,1,2023-08-01T19:44:00Z,2023-08-01T19:52:22Z,45.7877465820313,501.78
SU,2023-08-01T19:52:00Z,Day,0,2023-08-01T19:52:22Z,2023-08-01T19:54:40Z,1,137.94
R,2023-08-01T19:54:00Z,Day,0,2023-08-01T19:54:40Z,2023-08-01T19:57:20Z,7.14443603515625,160.66
SU,2023-08-01T19:57:00Z,Day,0,2023-08-01T19:57:20Z,2023-08-01T19:57:50Z,1,29.8000000000002
R,2023-08-01T19:57:00Z,Day,0,2023-08-01T19:57:50Z,2023-08-01T19:59:12Z,4.73596923828125,81.96
SU,2023-08-01T19:59:00Z,Day,0,2023-08-01T19:59:12Z,2023-08-01T19:59:45Z,1,32.8199999999997
R,2023-08-01T19:59:00Z,Day,0,2023-08-01T19:59:45Z,2023-08-01T20:01:49Z,4.3135888671875,123.84
SU,2023-08-01T20:01:00Z,Day,0,2023-08-01T20:01:49Z,2023-08-01T20:02:42Z,1,53.4400000000005
R,2023-08-01T20:02:00Z,Twilight,0,2023-08-01T20:02:42Z,2023-08-01T20:05:23Z,7.1893701171875,161.099999999999
SU,2023-08-01T20:05:00Z,Twilight,0,2023-08-01T20:05:23Z,2023-08-01T20:05:51Z,1,28.1400000000003
R,2023-08-01T20:05:00Z,Twilight,0,2023-08-01T20:05:51Z,2023-08-01T20:07:31Z,5.45491455078125,99.7200000000003
SU,2023-08-01T20:07:00Z,Twilight,0,2023-08-01T20:07:31Z,2023-08-01T20:08:01Z,1,29.5
R,2023-08-01T20:08:00Z,Twilight,0,2023-08-01T20:08:01Z,2023-08-01T20:10:24Z,5.3380859375,143.959999999999
SU,2023-08-01T20:10:00Z,Twilight,0,2023-08-01T20:10:24Z,2023-08-01T20:10:58Z,1,33.2600000000002
R,2023-08-01T20:10:00Z,Twilight,0,2023-08-01T20:10:58Z,2023-08-01T20:12:42Z,4.8168505859375,103.940000000001
SU,2023-08-01T20:12:00Z,Twilight,0,2023-08-01T20:12:42Z,2023-08-01T20:13:32Z,1,50.6399999999994
R,2023-08-01T20:13:00Z,Twilight,0,2023-08-01T20:13:32Z,2023-08-01T20:15:20Z,4.53825927734375,107.98
