State,Time,Period,Lunge_y_n,Dive_Start,Dive_End,Dive_Max,Duration
F,2023-08-01T12:21:00Z,Day,1,2023-08-01T12:21:17Z,2023-08-01T12:24:50Z,93.99427926673,212.54
SU,2023-08-01T12:24:00Z,Day,0,2023-08-01T12:24:50Z,2023-08-01T12:26:01Z,1,71.06
F,2023-08-01T12:26:00Z,Day,1,2023-08-01T12:26:01Z,2023-08-01T12:28:38Z,94.493617882944,156.76
SU,2023-08-01T12:28:00Z,Day,0,2023-08-01T12:28:38Z,2023-08-01T12:29:13Z,1,34.9400000000001
F,2023-08-01T12:29:00Z,Day,1,2023-08-01T12:29:13Z,2023-08-01T12:36:29Z,94.5809144481504,436.72
SU,2023-08-01T12:36:00Z,Day,0,2023-08-01T12:36:29Z,2023-08-01T12:37:35Z,1,65.0999999999999
F,2023-08-01T12:37:00Z,Day,1,2023-08-01T12:37:35Z,2023-08-01T12:43:02Z,95.7282604302418,327.66
SU,2023-08-01T12:43:00Z,Day,0,2023-08-01T12:43:02Z,2023-08-01T12:44:08Z,1,65.7
F,2023-08-01T12:44:00Z,Day,1,2023-08-01T12:44:08Z,2023-08-01T12:49:57Z,93.8664336309948,349.38
SU,2023-08-01T12:49:00Z,Day,0,2023-08-01T12:49:57Z,2023-08-01T12:51:41Z,1,104
F,2023-08-01T12:51:00Z,Day,1,2023-08-01T12:51:41Z,2023-08-01T12:56:14Z,92.9890340601202,272.48
SU,2023-08-01T12:56:00Z,Day,0,2023-08-01T12:56:14Z,2023-08-01T12:57:20Z,1,66.6199999999999
F,2023-08-01T12:57:00Z,Day,1,2023-08-01T12:57:20Z,2023-08-01T13:01:01Z,91.6823464813214,220.38
SU,2023-08-01T13:01:00Z,Day,0,2023-08-01T13:01:01Z,2023-08-01T13:02:22Z,1,81.2999999999997
F,2023-08-01T13:02:00Z,Day,1,2023-08-01T13:02:22Z,2023-08-01T13:06:06Z,91.7632945286412,223.76
SU,2023-08-01T13:06:00Z,Day,0,2023-08-01T13:06:06Z,2023-08-01T13:07:19Z,1,73.2399999999998
F,2023-08-01T13:07:00Z,Day,1,2023-08-01T13:07:19Z,2023-08-01T13:09:33Z,91.9723850775745,133.94
SU,2023-08-01T13:09:00Z,Day,0,2023-08-01T13:09:33Z,2023-08-01T13:10:41Z,1,67.5
F,2023-08-01T13:10:00Z,Day,1,2023-08-01T13:10:41Z,2023-08-01T13:13:05Z,90.0289879787872,144.96
SU,2023-08-01T13:13:00Z,Day,0,2023-08-01T13:13:05Z,2023-08-01T13:13:16Z,1,10.6199999999999
F,2023-08-01T13:13:00Z,Day,1,2023-08-01T13:13:16Z,2023-08-01T13:17:17Z,90.9690812810441,240.5
SU,2023-08-01T13:17:00Z,Day,0,2023-08-01T13:17:17Z,2023-08-01T13:17:26Z,1,9.65999999999985
F,2023-08-01T13:17:00Z,Day,1,2023-08-01T13:17:26Z,2023-08-01T13:19:58Z,91.8551543284885,151.26
SU,2023-08-01T13:19:00Z,Day,0,2023-08-01T13:19:58Z,2023-08-01T13:20:50Z,1,52.3600000000001
F,2023-08-01T13:20:00Z,Day,1,2023-08-01T13:20:50Z,2023-08-01T13:23:30Z,91.9099370959178,159.7
SU,2023-08-01T13:23:00Z,Day,0,2023-08-01T13:23:30Z,2023-08-01T13:24:23Z,1,53.46
F,2023-08-01T13:24:00Z,Day,1,2023-08-01T13:24:23Z,2023-08-01T13:26:17Z,91.7180803643577,114
SU,2023-08-01T13:26:00Z,Day,0,2023-08-01T13:26:17Z,2023-08-01T13:26:37Z,1,19.5999999999999
F,2023-08-01T13:26:00Z,Day,1,2023-08-01T13:26:37Z,2023-08-01T13:30:13Z,91.2508405513966,216.14
SU,2023-08-01T13:30:00Z,Day,0,2023-08-01T13:30:13Z,2023-08-01T13:31:04Z,1,51.46
F,2023-08-01T13:31:00Z,Day,1,2023-08-01T13:31:04Z,2023-08-01T13:33:45Z,93.2448998275808,160.38
SU,2023-08-01T13:33:00Z,Day,0,2023-08-01T13:33:45Z,2023-08-01T13:35:01Z,1,76.2599999999993
F,2023-08-01T13:35:00Z,Day,1,2023-08-01T13:35:01Z,2023-08-01T13:39:24Z,92.4889099925993,263.440000000001
SU,2023-08-01T13:39:00Z,Day,0,2023-08-01T13:39:24Z,2023-08-01T13:41:12Z,1,107.34
T,2023-08-01T13:41:00Z,Day,0,2023-08-01T13:41:12Z,2023-08-01T13:42:40Z,38.1941369728471,88.3399999999992
SU,2023-08-01T13:42:00Z,Day,0,2023-08-01T13:42:40Z,2023-08-01T13:43:18Z,1,38.2600000000002
F,2023-08-01T13:43:00Z,Day,1,2023-08-01T13:43:18Z,2023-08-01T13:47:45Z,95.6771020062788,267.14
F,2023-08-01T13:47:00Z,Day,1,2023-08-01T13:47:46Z,2023-08-01T13:51:55Z,96.358293015215,249.08
